Manufacturer;Model Name;Category;Screen Size;Screen;RAM;GPU;Operating System;Operating System Version;Weight;Price (Euros);Touchscreen;Pixels;CPU Manufacturer;CPU Model;CPU Freq;Storage Prim;Storage Prim Type;Storage Sec
HP;15-bw002nv (A6-9220/4GB/256GB/Radeon;Notebook;15.6;Full HD 1920x1080;4;AMD Radeon 520;Windows;10;1.91;478.89;False;2073600.0;AMD;A6-Series A6-9220;2.5;256GB;SSD;
Lenovo;320-15ISK (i3-6006U/4GB/1TB/GeForce;Notebook;15.6;Full HD 1920x1080;4;Nvidia GeForce 920MX;Windows;10;2.2;468.00;False;2073600.0;Intel;Core i3 6006U;2;1TB;HDD;
HP;ProBook 450;Notebook;15.6;Full HD 1920x1080;16;Intel UHD Graphics 620;Windows;10;2.1;1159.00;False;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
Acer;Aspire E5-576G;Notebook;15.6;Full HD 1920x1080;4;Nvidia GeForce 940MX;Windows;10;2.23;691.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
HP;15-bw009nv (A12-9720P/6GB/1TB/Radeon;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon 530;Windows;10;2.1;529.00;False;2073600.0;AMD;A12-Series 9720P;2.7;1TB;HDD;
HP;15-bs023nv (i3-6006U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;10;2.1;478.00;False;2073600.0;Intel;Core i3 6006U;2;1TB;HDD;
Lenovo;IdeaPad 320-15ABR;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon 530;Windows;10;2.2;597.57;False;2073600.0;AMD;A12-Series 9720P;3.6;256GB;SSD;
Lenovo;Ideapad 310-15ISK;Notebook;15.6;Full HD 1920x1080;6;Nvidia GeForce 920MX;Windows;10;2.4;569.00;False;2073600.0;Intel;Core i3 6100U;2.3;128GB;SSD;
HP;Pavilion 15-AW003nv;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon R7 M440;Windows;10;2.04;549.99;False;2073600.0;AMD;A9-Series 9410;2.9;1TB;Hybrid;
HP;Pavilion 15-AW003nv;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon R7 M440;Windows;10;2.04;549.99;False;2073600.0;AMD;A9-Series 9410;2.9;1TB;Hybrid;
HP;Pavilion 15-AW003nv;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon R7 M440;Windows;10;2.04;549.99;False;2073600.0;AMD;A9-Series 9410;2.9;1TB;Hybrid;
HP;15-BS101nv (i7-8550U/8GB/256GB/FHD/W10);Ultrabook;15.6;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.91;659.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;
Asus;ZenBook Pro;Ultrabook;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;1.8;1983.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
Asus;FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;949.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Asus;FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon;Gaming;15.6;Full HD 1920x1080;8;AMD Radeon RX 560;Windows;10;2.45;699.00;False;2073600.0;AMD;FX 9830P;3;1TB;HDD;
Dell;Inspiron 7577;Gaming;15.6;Full HD 1920x1080;;Nvidia GeForce GTX 1060;Windows;10;2.65;1195.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050;Windows;10;2.56;1249.26;False;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.62;899.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;Hybrid;
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.56;879.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
Asus;VivoBook S15;Ultrabook;15.6;Full HD 1920x1080;8;Nvidia GeForce 940MX;Windows;10;1.7;977.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;
Asus;ZenBook UX530UQ-PRO;Ultrabook;15.6;Full HD 1920x1080;16;Nvidia GeForce 940MX;Windows;10;1.63;1468.00;False;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Asus;VivoBook S15;Ultrabook;15.6;Full HD 1920x1080;8;Nvidia GeForce 940MX;Windows;10;1.7;1049.90;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Asus;FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.5;999.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Dell;Inspiron 5570;Ultrabook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;1.9;663.00;False;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
HP;Zbook 15;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M1200;Windows;10;2.6;1738.27;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Dell;Inspiron 7577;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.65;999.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;1TB;HDD;
Dell;Precision 3510;Workstation;15.6;Full HD 1920x1080;8;AMD FirePro W5130M;Windows;10;2.23;1369.00;False;2073600.0;Intel;Core i5 6440HQ;2.6;500GB;HDD;
HP;15-BW004nv (A9-9420/4GB/256GB/Radeon;Ultrabook;15.6;Full HD 1920x1080;4;AMD Radeon 520;Windows;10;1.91;499.00;False;2073600.0;AMD;A9-Series 9420;3;256GB;SSD;
Lenovo;ThinkPad P51;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M1200;Windows;10;2.67;1925.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
MSI;GV62 7RD-1686NL;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;1027.74;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
Asus;ROG Zephyrus;Gaming;15.6;Full HD 1920x1080;24;Nvidia GeForce GTX1080;Windows;10;2.24;2968.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
Dell;Inspiron 7559;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 960<U+039C>;Windows;10;2.59;879.01;False;2073600.0;Intel;Core i7 6700HQ;2.6;1TB;HDD;
HP;Elitebook 850;Ultrabook;15.6;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.84;1389.00;False;2073600.0;Intel;Core i7 7500U;2.7;512GB;SSD;
Acer;Aspire VX5-591G;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.5;1299.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
MSI;GV62M 7RD;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;997.90;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.56;819.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;1TB;HDD;
HP;Zbook 15;Workstation;15.6;Full HD 1920x1080;16;Nvidia Quadro M2200;Windows;10;2.6;2419.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.62;1099.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.62;985.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
HP;ZBook 17;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M2200;Windows;10;3.14;2064.90;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;
MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.4;1199.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;256GB;SSD;
Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M620;Windows;10;2.23;1778.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
HP;Elitebook 850;Ultrabook;15.6;Full HD 1920x1080;8;AMD Radeon R7 M365X;Windows;10;1.84;1296.99;False;2073600.0;Intel;Core i7 6500U;2.5;256GB;SSD;
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.65;949.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;1TB;Hybrid;
Lenovo;Legion Y520-15IKBN;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.4;1199.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;512GB;SSD;
HP;250 G6;Ultrabook;15.6;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;1.84;752.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050Ti;Windows;10;2.62;1199.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Lenovo;IdeaPad 310-15IKB;Ultrabook;15.6;Full HD 1920x1080;6;Nvidia GeForce 920M;Windows;10;1.54;831.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;
Asus;FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1060;Windows;10;2.2;1169.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;1TB;HDD;
Dell;Latitude 5590;Ultrabook;15.6;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.88;1298.00;False;2073600.0;Intel;Core i7 8650U;1.9;256GB;SSD;256GB SSD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;2.02;855.00;False;2073600.0;Intel;Core i7 8550U;1.8;128GB;SSD;1TB HDD
MSI;GP62M 7REX;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.2;1299.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;VivoBook S15;Ultrabook;15.6;Full HD 1920x1080;16;Nvidia GeForce MX150;Windows;10;1.5;1262.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;1TB HDD
MSI;GS63VR 7RG;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;1.8;2241.50;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;2TB HDD
Dell;Inspiron 5577;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.56;1060.49;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;8;AMD R17M-M1-70;Windows;10;1.90;813.00;False;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
Asus;X555QG-DM242T (A10-9620P/4GB/1TB;Notebook;15.6;Full HD 1920x1080;4;AMD Radeon R5 M430;Windows;10;2.2;575.00;False;2073600.0;AMD;A10-Series A10-9620P;2.5;128GB;SSD;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.2;985.00;False;2073600.0;Intel;Core i7 8550U;1.8;128GB;SSD;2TB HDD
Asus;GL553VE-FY082T (i7-7700HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050 Ti;Windows;10;2.5;1265.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Lenovo;IdeaPad 320-15IKB;Notebook;15.6;Full HD 1920x1080;8;Nvidia GeForce 940MX;Windows;10;2.3;819.00;False;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.33;844.00;False;2073600.0;Intel;Core i5 8250U;1.6;128GB;SSD;1TB HDD
Dell;Latitude 5590;Ultrabook;15.6;Full HD 1920x1080;16;Intel UHD Graphics 620;Windows;10;1.88;1607.96;False;2073600.0;Intel;Core i7 8650U;1.9;512GB;SSD;256GB SSD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.02;970.90;False;2073600.0;Intel;Core i7 8550U;1.8;128GB;SSD;2TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.02;1142.40;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;2TB HDD
Dell;Precision 3520;Workstation;15.6;Full HD 1920x1080;8;Nvidia Quadro M620;Windows;10;2.23;1993.00;False;2073600.0;Intel;Xeon E3-1505M V6;3;64GB;Flash Storage;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.36;979.00;False;2073600.0;Intel;Core i7 8550U;1.8;128GB;SSD;1TB HDD
Asus;VivoBook Pro;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;1.99;1350.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Asus;ZenBook UX510UX-CN211T;Notebook;15.6;Full HD 1920x1080;8;Intel HD Graphics 620;Windows;10;2;1224.00;False;2073600.0;Intel;Core i7 7500U;2.7;256GB;SSD;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;16;AMD Radeon 530;Windows;10;2.2;1219.24;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;2TB HDD
Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.5;839.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;128GB;SSD;1TB HDD
Samsung;Notebook Odyssey;Notebook;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050;Windows;10;2.5;1699.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
MSI;GT62VR 7RE;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.94;2267.86;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.62;1479.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
MSI;GL62M 7REX;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050 Ti;Windows;10;2.2;1191.80;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;16;AMD Radeon 530;Windows;10;2.2;1135.00;False;2073600.0;Intel;Core i7 8550U;1.8;256GB;SSD;2TB HDD
Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon R5 M430;Windows;10;1.90;817.95;False;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
MSI;GP62 7RDX;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050;Windows;10;2.4;1294.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;3.21;2051.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;128GB;SSD;1TB HDD
Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;3.49;2813.75;False;2073600.0;Intel;Core i7 7820HK;2.9;256GB;SSD;1TB HDD
Lenovo;V310-15IKB (i5-7200U/4GB/1TB/FHD/W10);Notebook;15.6;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;2.1;621.45;False;2073600.0;Intel;Core i5 7200U;2.5;1TB;HDD;1TB HDD
Dell;Inspiron 5570;Notebook;15.6;Full HD 1920x1080;8;AMD Radeon 530;Windows;10;2.2;719.00;False;2073600.0;Intel;Core i5 8250U;1.6;128GB;SSD;1TB HDD
HP;15-BW091ND (A9-9420/6GB/1TB;Notebook;15.6;Full HD 1920x1080;6;AMD Radeon 520;Windows;10;2.1;650.00;False;2073600.0;AMD;A9-Series A9-9420;3;128GB;SSD;1TB HDD
MSI;GS63VR 7RF;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;1.8;2094.48;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Dell;Inspiron 7560;Notebook;15.6;Full HD 1920x1080;8;Nvidia GeForce 940MX;Windows;10;2.0;1207.00;False;2073600.0;Intel;Core i7 7500U;2.7;128GB;SSD;1TB HDD
MSI;GL62M (i5-7300HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;1089.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;128GB;SSD;1TB HDD
Asus;FX502VM-DM560T (i7-7700HQ/8GB/1TB;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX1060;Windows;10;2.24;1339.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Dell;Alienware 15;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;3.21;2774.63;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;Rog GL502VM-DS74;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.1;1899.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Dell;Vostro 5568;Notebook;15.6;Full HD 1920x1080;4;Nvidia GeForce 940MX;Windows;10;2.18;912.50;False;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
Dell;Inspiron 7567;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.6;1349.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
MSI;GL62M 7RD;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;1119.91;False;2073600.0;Intel;Core i5 7300HQ;2.5;128GB;SSD;1TB HDD
MSI;GP62M Leopard;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;1199.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
Acer;Aspire F5-573G-510L;Notebook;15.6;Full HD 1920x1080;12;Nvidia GeForce GTX 950M;Windows;10;2.4;1009.00;False;2073600.0;Intel;Core i5 7200U;2.5;128GB;SSD;1TB HDD
HP;15-bs005nv (i3-6006U/4GB/1TB;Notebook;15.6;Full HD 1920x1080;4;AMD Radeon 520;Windows;10;2.1;499.00;False;2073600.0;Intel;Core i3 6006U;2;128GB;SSD;1TB HDD
Asus;Rog GL553VE-DS74;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1050 Ti;Windows;10;2.5;1799.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
HP;Elitebook 850;Notebook;15.6;Full HD 1920x1080;8;Intel HD Graphics 520;Windows;10;1.84;2103.34;False;2073600.0;Intel;Core i5 6300U;2.4;256GB;SSD;500GB HDD
MSI;GT62VR 6RD;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.94;1819.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;1TB HDD
MSI;GS63VR 6RF;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;1.8;1929.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;256GB;SSD;1TB HDD
Acer;Aspire F5-573G;Notebook;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 950M;Windows;10;2.4;799.00;False;2073600.0;Intel;Core i5 7200U;2.5;256GB;SSD;1TB HDD
MSI;GP62M 7RDX;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.4;1142.80;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
MSI;GS60 Ghost;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 970M;Windows;10;1.91;2153.37;False;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
Asus;Rog Strix;Gaming;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1070;Windows;10;2.2;2449.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;256GB;SSD;1TB HDD
Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;15.6;Full HD 1920x1080;16;Nvidia GeForce GTX 1060;Windows;10;2.2;1749.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
MSI;GP62MVR 6RF;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1060;Windows;10;2.2;1476.11;False;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
MSI;GL62M 7RDX;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.2;1149.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;128GB;SSD;1TB HDD
MSI;GL62 6QF;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 960M;Windows;10;2.3;1169.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
MSI;GE62 Apache;Gaming;15.6;Full HD 1920x1080;8;Nvidia GeForce GTX 960M;Windows;10;2.4;1229.00;False;2073600.0;Intel;Core i7 6700HQ;2.6;128GB;SSD;1TB HDD
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;896.00;False;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
HP;17-ak001nv (A6-9220/4GB/500GB/Radeon;Notebook;17.3;Full HD 1920x1080;4;AMD Radeon 530;Windows;10;2.71;439.00;False;2073600.0;AMD;A6-Series 9220;2.5;500GB;HDD;
Asus;X705UV-BX074T (i3-6006U/4GB/1TB/GeForce;Notebook;17.3;Full HD 1920x1080;4;Nvidia GeForce 920MX;Windows;10;2;564.00;False;2073600.0;Intel;Core i3 6006U;2;1TB;HDD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.63;812.00;False;2073600.0;Intel;Core i5 8250U;1.6;1TB;HDD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;1018.00;False;2073600.0;Intel;Core i7 8550U;1.8;1TB;HDD;
Asus;FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;3;1187.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Asus;Rog GL753VD-GC042T;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;3;1039.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
HP;Omen 15-ce006nv;Gaming;17.3;Full HD 1920x1080;12;Nvidia GeForce GTX 1060;Windows;10;2.62;1799.00;False;2073600.0;Intel;Core i7 7700HQ;2.8;1TB;HDD;
Lenovo;Thinkpad E470;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.87;785.00;False;2073600.0;Intel;Core i5 7200U;2.5;500GB;HDD;
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.63;1280.00;False;2073600.0;Intel;Core i7 7500U;2.7;1TB;HDD;
Acer;Aspire 1;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 500;Windows;10;1.6;329.00;False;2073600.0;Intel;Celeron Quad Core N3450;1.1;32GB;Flash Storage;
Mediacom;SmartBook 140;Notebook;14.0;Full HD 1920x1080;2;Intel HD Graphics;Windows;10;1.4;239.00;False;2073600.0;Intel;Atom x5-Z8350;1.44;32GB;Flash Storage;
HP;ZBook 17;Workstation;17.3;Full HD 1920x1080;8;Nvidia Quadro M1200;Windows;10;3.14;1907.99;False;2073600.0;Intel;Core i7 7700HQ;2.8;500GB;HDD;
Asus;VivoBook E403NA;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 500;Windows;10;1.5;298.00;False;2073600.0;Intel;Celeron Dual Core N3350;1.1;32GB;Flash Storage;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;10;1.26;1579.00;False;2073600.0;Intel;Core i5 6200U;2.3;500GB;HDD;
HP;Elitebook 820;Ultrabook;12.5;Full HD 1920x1080;4;Intel HD Graphics 620;Windows;10;1.26;1539.00;False;2073600.0;Intel;Core i5 7200U;2.5;500GB;HDD;
HP;EliteBook 840;Notebook;14.0;Full HD 1920x1080;4;Intel HD Graphics 520;Windows;10;1.54;1000.00;False;2073600.0;Intel;Core i5 6200U;2.3;500GB;HDD;
Vero;V131 (X5-Z8350/4GB/32GB/FHD/W10);Notebook;13.3;Full HD 1920x1080;4;Intel HD Graphics 400;Windows;10;1.35;196.00;False;2073600.0;Intel;Atom x5-Z8350;1.44;32GB;Flash Storage;
Asus;ZenBook UX430UN;Ultrabook;14.0;Full HD 1920x1080;16;Nvidia GeForce MX150;Windows;10;1.3;1495.00;False;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;8;Intel UHD Graphics 620;Windows;10;1.49;1103.00;False;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
MSI;GL72M 7RDX;Gaming;17.3;Full HD 1920x1080;8;Nvidia GeForce GTX 1050;Windows;10;2.7;1095.00;False;2073600.0;Intel;Core i5 7300HQ;2.5;128GB;SSD;1TB HDD
HP;ProBook 470;Notebook;17.3;Full HD 1920x1080;8;Nvidia GeForce 930MX;Windows;10;2.5;977.00;False;2073600.0;Intel;Core i5 8250U;1.6;128GB;SSD;1TB HDD
HP;ProBook 430;Notebook;13.3;Full HD 1920x1080;16;Intel UHD Graphics 620;Windows;10;1.49;1197.00;False;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
HP;ProBook 440;Notebook;14.0;Full HD 1920x1080;;Intel UHD Graphics 620;Windows;10;1.63;1084.00;False;2073600.0;Intel;Core i7 8550U;1.8;512GB;SSD;
